Student GUID,Name,Research Interests,University Field
1ff28def-7ebb-40f9-bb7f-6d45297117ac,Lauren Smith,"Cognitive Psychology,Health Psychology",Psychology
a653f586-dc1e-4668-bc5e-f66b63d90cd3,Mallory King,"Experimental Psychology,Social Psychology,Forensic Psychology",Psychology
a0ed5e02-67ee-47ae-96ba-d23a8176047f,David Bird,"Environmental Engineering,Mechanical Engineering,Civil Engineering",Engineering
6ba864f4-d5ad-4951-9e45-5d34b8cba5ad,Kathy Barton,"Computer Vision,Cybersecurity,Data Science",Computer Science
084faa01-b5ed-46ca-afb9-4caf8fb882b8,Steven Smith,"Experimental Psychology,Psychometrics,Personality Psychology",Psychology
953d0d48-9dec-45f6-acc5-539bbb3c712f,Angela Maldonado,"Biochemistry,Medicinal Chemistry",Chemistry
829320d9-a43f-4cda-bb7c-81d99e5a2292,Jose Moran,"Behavioral Economics,Labor Economics,Development Economics",Economics
48e97575-3d4a-478e-9319-3631eb4bb3a6,Amy Guzman,"Statistical Mechanics,Theoretical Physics",Physics
f83f6304-934e-402e-bc47-6ce9ed63282b,Sara Duncan,"Novel,Historiography,Poetry",Literature
2d56f08e-b1d6-41fd-a6ff-81bb28d9d3a2,Lacey Rodriguez,"Photonics,Condensed Matter Physics,Particle Physics",Physics
9c1a83ae-b3c6-47c9-8457-534565bbf4fd,Hailey Walker,"Environmental Chemistry,Polymer Science,Medicinal Chemistry",Chemistry
6a95c90a-1546-4ba6-b495-06dc29d45c28,Charles Gordon,"Macroeconomics,Development Economics",Economics
c126dd04-2631-4496-a7a9-4fe6d64c91dc,Dana Olson,"Industrial Engineering,Electrical Engineering,Environmental Engineering",Engineering
f000469d-33d8-418f-94a3-99e751f72e24,Allison Cline,"Number Theory,Probability,Topology",Mathematics
52c36db2-d978-4e4a-beca-6940f3d5d748,Matthew Andrews,"International Economics,Financial Economics",Economics
87994573-5fe1-4535-b6a9-b9c060446a3f,Anna Martin,"Experimental Psychology,Health Psychology,Developmental Psychology",Psychology
a03d10e9-dfd2-40b5-ae3f-bbd990b6fdb3,Jerome Wright,"Software Engineering,Electrical Engineering,Environmental Engineering",Engineering
fe692e70-14d9-4f6a-a390-a592d8355e73,Perry Holmes,"Geometry,Algebra,Applied Mathematics",Mathematics
a72752de-4078-4745-b868-08f1419c865e,Andrew Pugh,"Software Engineering,Industrial Engineering",Engineering
1310b89d-eb41-43c3-b1a8-4119ed8498cf,Michael Johnson,"Medicinal Chemistry,Physical Chemistry,Analytical Chemistry",Chemistry
c25c8445-a895-4540-bfb4-6dfc3a902cb2,Dana Frazier,"Condensed Matter Physics,Quantum Mechanics",Physics
1a99bb1d-2293-461d-9788-f326e10d5daa,Katie Hardy,"Nuclear Physics,Theoretical Physics,Particle Physics",Physics
94beaa7f-7f90-4524-99a8-e0c03721c392,Ryan Joyce,"Human-Computer Interaction,Cybersecurity,Data Science",Computer Science
22e7fc13-d137-4013-b485-f6bfcf879bbe,Barbara Church,"Organic Chemistry,Medicinal Chemistry",Chemistry
0a165d47-df1d-4aa5-ba7e-8cbab056a281,Rhonda Garcia,"History of Science,Military History,Cultural History",History
f6fb3712-2f3c-4ac5-a7f9-5bdfb34d0f7f,Margaret Barker,"Creative Writing,Comparative Literature,Historiography",Literature
34e99804-bf9b-44a7-80fe-30cd26d28234,John Jones,"Historiography,Drama,Narrative Theory",Literature
2c4c2dad-41ed-42cf-b668-c38b67d24b67,Hunter Brown,"Personality Psychology,Psychometrics,Clinical Psychology",Psychology
ccc7d26b-03aa-4073-ac7b-855765600b76,John Wilson,"Software Engineering,Industrial Engineering",Engineering
f4fe28e9-c8a4-478a-bc88-6f2bab4726b1,Jason Richards,"Cognitive Psychology,Social Psychology,Health Psychology",Psychology
3fe810a0-c8f8-46f5-bae1-1780ebdd8eeb,Amy Jones,"Novel,Narrative Theory",Literature
9bbdd574-7b54-4b63-8056-fa861b6c69b9,Pamela Bowman,"History of Science,Social History,Medieval History",History
fb3b169d-d2e4-4b22-9d35-03f0b20d5ebb,John Ward,"Biopsychology,Forensic Psychology,Health Psychology",Psychology
b40f0d4f-1f50-46df-9b20-791128015176,Abigail Nunez,"Systems Engineering,Industrial Engineering,Environmental Engineering",Engineering
a5347668-e2d8-4804-8920-02bf0ce07a8c,Miguel Kim,"Cell Biology,Ecology",Biology
8ddb4c0f-3150-48db-9c9b-cc698e7578b8,Linda Bentley,"International Economics,Financial Economics,Development Economics",Economics
733307cb-a14c-4b93-89b1-18d0056e4471,Tammy Moreno,"Astrophysics,Theoretical Physics,Particle Physics",Physics
5ce28688-7cb9-4791-9344-d00d452f213c,Fernando Wong,"Cognitive Psychology,Biopsychology,Personality Psychology",Psychology
84f5d8eb-2cac-431e-a0df-078c006c070d,Nicole Farley,"Environmental Chemistry,Theoretical Chemistry",Chemistry
62cb4cbc-792d-44c5-8d09-101f348e83f1,Autumn Henry,"International Economics,Labor Economics,Development Economics",Economics
de6dfaa3-8156-452c-9dae-3bfa80b5491e,Jesse Brewer,"Medicinal Chemistry,Analytical Chemistry",Chemistry
18f7b823-a3ed-4c0d-ab6d-7969a9448f55,Annette Hensley,"Blockchain,Human-Computer Interaction,Cybersecurity",Computer Science
49fbc350-0a92-4281-afaf-13707abf37fc,Karen Robinson,"Cognitive Psychology,Health Psychology",Psychology
76537e0f-053f-4498-95fe-37a239a5e1ef,Rebecca Cunningham,"History of Science,Military History,Ancient History",History
a738dd84-7dd4-427a-b8b9-2b34792640a1,Robert Smith,"Photonics,Condensed Matter Physics",Physics
69984d46-300e-48bd-819b-aa72a47b915d,Peter Hughes,"Statistics,Geometry,Calculus",Mathematics
9c08e46e-8879-46e0-8e79-c82d8f2de59f,Joshua Lopez,"Macroeconomics,Health Economics,Labor Economics",Economics
c5497714-289c-4d71-b09d-0eb37787d160,Lauren Morrow,"Comparative Literature,Drama,Poetry",Literature
a6cb1280-0fba-48f0-ad6b-4a1f97c178a2,Katherine Jordan,"Public Economics,Labor Economics",Economics
0d6c1cee-022f-4cca-b517-baef120dcfa2,Kurt Hernandez,"Literary Criticism,Rhetoric,Historiography",Literature
5be5e177-dc00-4413-a5eb-a7ec85ffb440,Erica Adkins,"Software Engineering,Cybersecurity",Computer Science
b06ea067-d248-4d65-bebc-c1d60a390209,Melissa Neal,"Nuclear Physics,Condensed Matter Physics,Cosmology",Physics
0a55da9a-41ae-4e7c-9222-228ab2247169,Samuel James,"Software Engineering,Human-Computer Interaction,Machine Learning",Computer Science
bf4ffbb6-6297-458f-99ee-1a82e3f15f46,Cheryl Bryant,"Number Theory,Topology,Mathematical Physics",Mathematics
fddfa843-5bd1-46b8-a30c-95dfc63dd2ab,Richard Parker,"Cloud Computing,Cybersecurity,Quantum Computing",Computer Science
bfb937db-3947-4e8f-868f-d552b0472812,Sarah Bennett,"Cognitive Psychology,Forensic Psychology,Social Psychology",Psychology
5bc28cd1-22a3-44a0-a821-a0953acd68dc,Diana French,"Topology,Algebra,Mathematical Physics",Mathematics
a7a23db7-fcf0-461b-b748-d67627781f1e,Ms. Maria Sanders,"Cognitive Psychology,Social Psychology,Developmental Psychology",Psychology
614092fa-872c-43e1-9776-5ea9caafa748,Pamela White,"Polymer Science,Physical Chemistry,Medicinal Chemistry",Chemistry
dbc14321-5afd-46e7-b24c-4bc1112dc6b2,Martin Johnson,"Environmental Chemistry,Polymer Science,Medicinal Chemistry",Chemistry
c4eee0fc-669c-4d06-9672-f14b5213f70e,Catherine Williams,"Creative Writing,Novel,Poetry",Literature
9654add3-6ce0-406a-a259-d3f174f379dc,Candace Shepard,"Environmental Chemistry,Materials Science,Organic Chemistry",Chemistry
f6e5d16b-b14a-4ef7-a79e-ff50422d83aa,William Williams,"Creative Writing,Novel,Drama",Literature
da793f04-66e2-46f0-96c8-62415d094d95,Kimberly Martin,"Modern History,Cultural History,Ancient History",History
d5fd9988-3815-4b61-a54d-57feac38c3eb,Aaron Hall,"Cloud Computing,Software Engineering",Computer Science
d67334e9-28e4-49eb-88a6-6d6718b22a19,Angel Little,"Ecology,Genetics,Microbiology",Biology
2b64fadd-6f99-476b-85b6-7aff6b2114db,Kristina Peck,"Differential Equations,Calculus,Mathematical Physics",Mathematics
b788c922-5d28-455d-87d0-3ba0993b60ea,Adam Rodriguez,"Computer Vision,Software Engineering,Cybersecurity",Computer Science
cab7ef67-369e-4a8e-ab02-76e0bf320dc6,Phillip Arnold,"History of Science,Medieval History,World History",History
5b64263d-293b-4eaf-8711-ee575d68d163,Michele Buck,"Artificial Intelligence,Machine Learning,Quantum Computing",Computer Science
3a5adc9f-e039-48f2-ad69-2de5c4e56b9a,Robert Ford,"Econometrics,Labor Economics",Economics
7e020225-731c-478d-8eca-9d9297634802,Mark Ellison,"Condensed Matter Physics,Experimental Physics",Physics
b172f135-810d-44b2-b0a9-326132e1ab43,Cassandra Rodriguez,"Theoretical Physics,Photonics,Condensed Matter Physics",Physics
0e60ec4f-fe3d-44c2-90a1-3fa1cf14d448,Nathaniel Walters,"Behavioral Economics,Microeconomics,Development Economics",Economics
1add07f7-403d-4b4e-b5e1-efa5f21bc482,Larry Castillo,"Environmental Chemistry,Polymer Science,Analytical Chemistry",Chemistry
b5c9ea61-da91-4bb2-855f-df6ac1b6c20c,Tracy Wilson,"Electrical Engineering,Environmental Engineering,Biomedical Engineering",Engineering
993a6f5e-6295-4399-99df-7380549ca8b3,Donna Weaver,"Topology,Algebra",Mathematics
6406c4c1-c90d-40ea-89a1-4e2945402f19,Martha Anderson,"Novel,Rhetoric,Poetry",Literature
06b8d299-ffa5-4f8b-8d35-245d62b256c9,Haley Bradford,"Differential Equations,Algebra,Calculus",Mathematics
3c9e3c44-8f4e-4002-bb68-5c5976e8f758,Nicole Ashley,"Forensic Psychology,Developmental Psychology,Clinical Psychology",Psychology
55a7b27b-4f62-481b-803a-3c4da78d5489,Ashley King,"Economic History,Ancient History,Political History",History
8ac5f57f-48d3-48d5-8bbf-70ae94eadddf,Jared Patterson,"Applied Mathematics,Mathematical Physics",Mathematics
a6ea2ef9-1248-4905-83ed-1b536a945233,Kathryn Anderson,"Blockchain,Human-Computer Interaction,Computer Vision",Computer Science
5818b2a4-d800-4e17-ab49-fb373840c811,Rebecca Ray,"Physical Chemistry,Biochemistry,Medicinal Chemistry",Chemistry
1c975174-94f5-484c-aab1-b9d581076949,Bianca Herrera,"Blockchain,Human-Computer Interaction,Computer Vision",Computer Science
e25247b2-7e8d-4720-89ca-3c084d6fb551,Alyssa Allen,"Behavioral Economics,Microeconomics,International Economics",Economics
40289a8a-8b95-4437-a936-c5cda9269801,Kyle Walker,"Experimental Psychology,Developmental Psychology,Clinical Psychology",Psychology
a8f70569-2e4e-4735-9f35-15a9f286043e,Mark Oconnell,"Conservation Biology,Marine Biology",Biology
a456c1a7-9df9-4094-90b9-bc6ead3e2883,Joseph Boyd,"Cloud Computing,Artificial Intelligence",Computer Science
f4f14693-7879-4e01-a76e-cbbb418a4ca8,Jonathan Mills MD,"Conservation Biology,Marine Biology",Biology
e9ba1692-17de-41c7-8584-ab149938a5f4,Jose Hamilton,"Machine Learning,Cybersecurity,Data Science",Computer Science
659d5ca0-ada3-4965-84d5-cb59b7011381,Jermaine Thompson,"Inorganic Chemistry,Organic Chemistry,Analytical Chemistry",Chemistry
4722c95b-f6ff-42e8-8a44-c2f32b21eab4,Heather Turner,"Astrophysics,Photonics,Theoretical Physics",Physics
ae712468-5c10-4999-a481-990e083f5319,Tammy Lane,"Astrophysics,Photonics,Condensed Matter Physics",Physics
ff445984-1f33-4e90-8189-6b2dd5a4cbe0,Beverly Ramirez,"Microeconomics,Financial Economics,Public Economics",Economics
134bd154-19c0-4fcf-b64f-d928212aa571,Kathleen Murray,"Cloud Computing,Software Engineering,Cybersecurity",Computer Science
4277bd8c-b24a-4aae-bdcd-31dc58d4b885,Rachel Bailey,"World Literature,Historiography,Narrative Theory",Literature
508727c1-48a3-4ff4-8c7f-17ffa81fc94a,Jose Lozano,"Novel,Comparative Literature,Literary Criticism",Literature
69c7a814-f0e7-4bee-822d-9ace2f2ae7ac,Eric Stanley,"Cell Biology,Ecology",Biology
afba309a-e608-442a-9777-a3e44f5c41a1,Sara Morrison,"Macroeconomics,Microeconomics,Econometrics",Economics
9f2ebad6-335a-42ce-9bdf-b5dc2f2842e0,Kevin Hancock,"Medieval History,Modern History",History
3473d533-961a-47ba-ac59-2b9283c4e1fe,William Rodriguez,"Cognitive Psychology,Social Psychology,Developmental Psychology",Psychology
da70a9c7-4b0a-496b-bcb6-91559509cc2d,Tara Collins,"Modern History,Ancient History,Political History",History
0e69eceb-d909-4fe1-8ece-b262fbd9b2a1,Michelle Watson,"Creative Writing,Comparative Literature,Novel",Literature
9d3ccfc1-8a24-49a4-8e23-5b874325fd2a,Linda Hawkins,"Differential Equations,Probability,Calculus",Mathematics
96c6d5b5-f76b-4da2-85c5-69f3d39b4da0,Gina Fox,"Statistics,Differential Equations,Calculus",Mathematics
09a6f5f1-57c3-4549-846a-2166cf3b4f5f,Natalie Davis,"Social History,Cultural History,World History",History
8cc87a67-c60b-467e-a24b-bd7c1317284b,Travis Robinson,"Photonics,Cosmology,Particle Physics",Physics
3a91a3a5-2d76-4d69-96f0-397be16d9fb1,Nicholas Smith,"Systems Engineering,Environmental Engineering",Engineering
9baa1b72-39c1-416a-bfe8-e4d0433247a0,Rachel Delgado,"Forensic Psychology,Social Psychology,Developmental Psychology",Psychology
367260e5-0468-4a7e-b0fd-9db3d7eecad0,Abigail Blanchard,"Cell Biology,Conservation Biology,Neuroscience",Biology
d68d2ad6-7c6b-4919-8bad-e69e8b2732ff,Dominique Watkins,"Comparative Literature,Historiography,Poetry",Literature
74dfd17f-d167-4370-9e05-45a170624601,Thomas Richards,"Computer Vision,Machine Learning,Data Science",Computer Science
0d063359-7c89-492a-8370-6299b4744204,Lauren Jackson,"Creative Writing,Comparative Literature,Drama",Literature
bc1f127c-9c55-40d8-b597-2928b6f7cc90,Richard Duncan,"Historiography,Drama,Narrative Theory",Literature
d783facc-3042-404a-86e9-3fc39bebce38,Joe Garcia,"Differential Equations,Geometry,Number Theory",Mathematics
c1fc1b22-6705-41a6-bdd6-e41095321064,Heather Conley,"Blockchain,Quantum Computing",Computer Science
fb09b937-6ec6-40d8-9c8c-c4aed47ddc7c,Rebecca Gilmore,"Statistical Mechanics,Nuclear Physics,Condensed Matter Physics",Physics
50877d92-7405-4bd1-a190-6afe7b646006,Debra Vaughn,"Industrial Engineering,Electrical Engineering",Engineering
99957557-3bc7-48c3-9114-a3a6da9d48ed,Jessica Campbell,"Econometrics,Financial Economics,Development Economics",Economics
60bc7eae-e882-4e0c-ac2d-d814df8f5ce3,Holly Roberts,"Ecology,Biochemistry",Biology
0bc0228f-3d97-4038-bf1c-1f39315f2043,Amy Reeves,"Quantum Computing,Cybersecurity,Data Science",Computer Science
8d13ddf6-2b2e-425f-92c0-ae36c1afa1f9,Gregory Mitchell,"Novel,Rhetoric,World Literature",Literature
785ab851-78c3-4fad-9360-2eb84a1a7a48,Danielle Paul,"Comparative Literature,Historiography,Narrative Theory",Literature
e86de535-b89f-47b2-8c81-9078fb306bae,Tara Smith,"Software Engineering,Chemical Engineering,Environmental Engineering",Engineering
601feefe-62a9-424f-8aed-bc0b2375e5cb,Kimberly Jackson,"World Literature,Literary Criticism,Drama",Literature
fef1d12f-b20d-494a-b401-2f056522ddb7,Brian Yoder,"Medieval History,Cultural History",History
b8d27b10-5891-476c-9aaa-6e720ca5e9fc,Paige Moore,"Astrophysics,Quantum Mechanics",Physics
18f24647-cbf7-476e-ac96-b17556de30cd,Leslie Reese,"History of Science,Medieval History,World History",History
df72b8d6-f5dc-4dfe-a2ef-5f06d271e618,Alicia Rodriguez,"Comparative Literature,Historiography",Literature
ab5b063e-f1e9-4969-8812-852506f7b034,Jennifer Melton,"Geometry,Calculus",Mathematics
f4ca99d8-b93c-4c6a-923d-0c817eefebd6,James Murray,"Blockchain,Cybersecurity",Computer Science
cd4a0d05-26b7-475e-8764-fd2c377f79f5,Nicole Barron,"Environmental Chemistry,Biochemistry,Medicinal Chemistry",Chemistry
b0912ab2-a668-48b8-ae7c-edada1f2ab74,Alexander Miller,"Statistics,Topology,Calculus",Mathematics
800c846a-e5b5-47de-8b0a-09967807b2a8,Carol Wilson,"Econometrics,Public Economics,Development Economics",Economics
d7e07631-7534-4cd0-9273-e4effea07f25,Tiffany Camacho,"Environmental Chemistry,Physical Chemistry,Analytical Chemistry",Chemistry
91cdbc29-533a-4153-8833-f458be5483ad,Lauren Jarvis,"Macroeconomics,Public Economics,Labor Economics",Economics
796adada-241c-4202-b6be-7754ef0ded27,Judith Rasmussen,"Medieval History,Political History,World History",History
a45af9db-87be-4e10-8170-521d80b00dfe,Kathleen Bell,"Social History,Military History,World History",History
54add96c-def9-4d7c-ac41-0edc09d6012b,Peter Blair,"Blockchain,Machine Learning",Computer Science
2c61ec5e-f92e-4ac0-89e5-a55907316683,Sherri Wright,"Ecology,Evolutionary Biology,Marine Biology",Biology
f317b372-0738-4cf8-ae87-f881e225d701,Sandra Vargas,"Microeconomics,Health Economics,Development Economics",Economics
c324bda6-72d1-4071-b15b-759fa7bd583f,Jamie Williams,"Macroeconomics,Health Economics,Public Economics",Economics
5bfc1c0c-2ab7-4af2-b160-250f0abf77e0,Anthony Anderson,"History of Science,Cultural History",History
5ab780a7-df26-4b67-bc24-b834c6250c21,Thomas Wright,"Biomedical Engineering,Mechanical Engineering,Aerospace Engineering",Engineering
e06b7dcf-474e-4103-a8d3-67653950b0de,Michael Gallagher,"Experimental Psychology,Forensic Psychology",Psychology
40ffb75f-656f-4978-a822-e2fa950a0e17,Jennifer Woodward,"Organic Chemistry,Polymer Science,Biochemistry",Chemistry
81dc136d-00c5-4f0a-a31e-c7b3d1b7e09c,Shane Nixon,"Environmental Chemistry,Organic Chemistry,Physical Chemistry",Chemistry
2b9946f9-823f-4dfe-b114-062ac538ac25,Chelsea Brown,"World Literature,Poetry",Literature
be82ecbc-be07-4d15-a1a4-5451e22ce96f,Tyler Salas,"Software Engineering,Data Science",Computer Science
0a58ba24-fa9d-44cd-8a67-8d6519123e77,Jodi Shepherd,"Biopsychology,Experimental Psychology,Health Psychology",Psychology
09039705-feae-4e26-b706-82dd0eb1de22,Benjamin Jackson,"Computer Vision,Quantum Computing,Data Science",Computer Science
93969304-ad2f-4c91-8b9e-1165a2f6308e,Craig Marshall,"Polymer Science,Biochemistry,Theoretical Chemistry",Chemistry
c2d00701-50bd-4a87-9dcf-54d229e8aba1,James Klein,"Cognitive Psychology,Biopsychology,Health Psychology",Psychology
f413316c-2ba9-461c-afef-90fcc89ee0e5,Christopher Gutierrez,"Comparative Literature,Rhetoric,Poetry",Literature
97aebd4d-00a9-4fd0-95cb-272bd7dc4dae,Kevin Webster,"Modern History,Economic History,Ancient History",History
f85c8687-9ff2-43ec-afd8-584d3e95f3ec,Juan Scott,"Ecology,Biochemistry",Biology
4375fda2-9d7b-4e60-8186-31610665f579,Maria Gordon,"Statistics,Algebra,Mathematical Physics",Mathematics
9a7a75a9-1310-4eba-b22e-61214f9338a3,Jennifer Thompson,"Statistical Mechanics,Photonics,Particle Physics",Physics
e4dfab7e-1a27-488f-815a-5263773ec1b0,Tracey Nguyen,"Econometrics,Health Economics",Economics
98d37013-46de-471c-a967-b4fb12d34f6e,Aaron Hardy,"Software Engineering,Industrial Engineering,Aerospace Engineering",Engineering
49cc939f-34ee-4fb2-8ffd-6f14abdc8112,Tracy Clark,"Computer Vision,Artificial Intelligence,Machine Learning",Computer Science
9163356a-e56a-4f92-9dbd-447c328d65a0,Krystal Cordova,"Novel,Comparative Literature,Rhetoric",Literature
515aeed2-e3c2-42f8-8acd-c1921eddb9ad,Christopher George,"Photonics,Quantum Mechanics,Particle Physics",Physics
c3d0c5e8-d264-4dbe-995a-8c38c3d6ab95,Christie Ponce,World Literature,Literature
5fec4648-802b-4da5-bc82-ddf7efa826d5,Rachel Webster,"Blockchain,Machine Learning,Computer Vision",Computer Science
2c8343b1-4788-4c7f-ac7f-ab235d76f108,Beth Harris,"Ecology,Evolutionary Biology,Genetics",Biology
acab42a5-90c9-4f06-aa52-c18c309ef9e5,Corey Goodwin,"Ecology,Immunology,Biochemistry",Biology
31bed33e-00b0-46a7-8ec0-1600883fa406,Shaun Davis,"Number Theory,Probability,Algebra",Mathematics
eec502a3-94bf-4272-810f-2e364eb6447f,Stephanie Johnson,"Developmental Psychology,Health Psychology,Clinical Psychology",Psychology
68995a10-533b-4c0a-b752-71e1b4e22366,Catherine Kennedy,"Econometrics,Development Economics",Economics
6a6f0e8a-ef3c-4f43-b545-8028179c7e65,Joseph Ortiz,"Genetics,Microbiology,Marine Biology",Biology
0e4f53ec-8c8e-405e-8dff-8579276576b5,Michelle Nguyen,"Behavioral Economics,Financial Economics,Labor Economics",Economics
79006ce3-c379-4c99-823b-1a7f852048ec,Christy Stanley,"Macroeconomics,Econometrics,Health Economics",Economics
77fd7bbd-5f30-44ba-bb59-87c22bbd4ff0,Diamond Davis,"Differential Equations,Geometry,Calculus",Mathematics
b7ee9020-6e61-46b7-a85c-997ec8e56471,Bryce Hernandez,"Cloud Computing,Software Engineering,Computer Vision",Computer Science
039b4ecd-2cc6-45a0-94d9-c2e079adb219,Melissa Williams,"Statistical Mechanics,Theoretical Physics",Physics
4b6bf446-1204-4bfa-86c3-b14bd717c20d,Ryan Reyes,"Novel,Comparative Literature,Narrative Theory",Literature
74112343-128e-4bd4-8496-8e5b122582f8,Dr. Antonio Wise,"Ecology,Biochemistry",Biology
e4f5f34c-b46f-4f61-a90b-bfbce97c623e,Jeffrey Reynolds,"Novel,Rhetoric,Narrative Theory",Literature
da4a9959-0a9c-439f-99a9-873830fb69e9,Mark Washington,"Environmental Chemistry,Organic Chemistry,Analytical Chemistry",Chemistry
68c1009c-411e-4e31-9a0a-801f90faa8ba,Norma Levine,"Rhetoric,Historiography,Narrative Theory",Literature
3899d095-80c5-4489-9d23-8a304259ee01,Stephen Smith,"Number Theory,Topology,Applied Mathematics",Mathematics
8455d38f-059a-44e2-8708-95100189c3eb,Michelle Gonzales,"Economic History,Modern History,Political History",History
c40b80e0-5f83-4f6e-9072-f063bd25587c,Kathryn Bowen,"Ecology,Conservation Biology,Genetics",Biology
37fe49fc-f8d1-4af8-a9e8-aff51eeb61a5,Barry Ramirez,"Social History,Political History",History
ab2b381a-1f22-4716-9350-0ff0a458e049,Erika Hughes,"Social History,Economic History,Modern History",History
29d4f82d-9ae4-4131-8d3f-55fa928eaa03,Samantha Moore,"Blockchain,Software Engineering,Computer Vision",Computer Science
01f5d8a9-b413-47ba-bae5-f9e6ceacf881,Catherine Wilcox,"World Literature,Literary Criticism",Literature
bc510165-7e2f-44b7-a446-84413a04f629,Lindsay Maldonado,"International Economics,Public Economics",Economics
12a545a2-f38a-445c-b1b4-0338d2f3a53f,Jessica Davies,"Rhetoric,Drama,Narrative Theory",Literature
e9a869eb-e4fe-4cac-aa17-d60c5a962ed9,Laura Nguyen,"Comparative Literature,Drama,Poetry",Literature
0f1f8ed1-9458-47e1-b977-df3e71e6d51f,Kendra Novak,"Astrophysics,Photonics,Condensed Matter Physics",Physics
9194bca7-95b5-4adf-a21b-37d83b19b77a,Shannon Scott,"Cell Biology,Immunology,Biochemistry",Biology
dbc384d0-5c52-4c7c-bee1-9fa360719cab,Mr. William Freeman,"Condensed Matter Physics,Cosmology,Experimental Physics",Physics
d08605fb-a919-4407-a991-d1cfb5901d89,Jack Mitchell,"Theoretical Chemistry,Biochemistry,Medicinal Chemistry",Chemistry
01092bc8-7329-423d-9476-74d961b89d88,Leah Perry,"Ecology,Genetics,Microbiology",Biology
86c9d3bb-f8c5-4e59-8563-763d2420a196,Robin Coleman,"Macroeconomics,Public Economics,Labor Economics",Economics
91ec75ab-5294-4f64-b336-6357710fd9cd,James King,"Medieval History,Cultural History,Ancient History",History
ac4d7604-9870-4261-88f1-a6760353508d,Jeremy Cowan,"Comparative Literature,World Literature,Drama",Literature
9f953e22-ec20-4c5e-ab9c-8204a908feeb,Marilyn Charles,"Systems Engineering,Software Engineering,Environmental Engineering",Engineering
5a834763-2a55-4ec4-95a9-cd07f12d6656,Travis Griffith,"Astrophysics,Photonics",Physics
b872a422-48d4-47ec-a3d7-6017462af90d,Kendra Farmer,"Cell Biology,Evolutionary Biology,Genetics",Biology
9f34895c-73e4-42c5-8247-5412b4f68999,Maria Medina,"Military History,Ancient History",History
632cb8d1-f374-4b90-9762-791d7c41ae2e,Kevin Garcia,"Machine Learning,Data Science",Computer Science
fa360840-c49a-4345-8847-9607003dfa99,Melissa Duarte,"History of Science,Political History,Medieval History",History
db8cbb35-482f-492d-ab07-06829597a4c8,Raymond White,"Environmental Engineering,Mechanical Engineering,Biomedical Engineering",Engineering
009f3c6d-728b-4a06-9d96-c6b67f338a46,Stacie Vargas,"Econometrics,Health Economics,Public Economics",Economics
2423c2de-7451-41fa-ae28-9ed8a547e32f,Kelly Lowery,"Systems Engineering,Electrical Engineering",Engineering
b4a3183f-4973-471e-851f-c596cb4e455c,Vanessa Baker,"Social History,Cultural History,Economic History",History
0d873e81-92dc-4938-905e-cc429648c670,Thomas Juarez,"Number Theory,Algebra,Calculus",Mathematics
18032b46-e9ce-49b1-a9cc-8116e27b0080,Jeff Simon,"Electrical Engineering,Mechanical Engineering",Engineering
223f0404-984a-4d4c-82e1-4684ab77c573,Kevin Petersen,"Forensic Psychology,Psychometrics,Personality Psychology",Psychology
9c355aab-9526-4d93-8728-ab6723299776,Susan Rosales,"Cognitive Psychology,Experimental Psychology,Health Psychology",Psychology
c548802c-d333-4a61-b36a-7c8e58f99edb,Cassie Anderson,"Biopsychology,Personality Psychology,Developmental Psychology",Psychology
2ba02654-833c-41f6-9e0a-cf129a612077,William Davis,"Econometrics,Public Economics,Development Economics",Economics
a61e7839-512e-4f86-8048-1adf8b8c44bb,Heather Casey,"Systems Engineering,Civil Engineering",Engineering
af8c48c6-dda4-4ea7-9444-69137212d5f0,John Nguyen,"Blockchain,Machine Learning",Computer Science
1bef7d6b-a413-4e58-ad3c-c16af8db3600,Mark Hernandez,"Differential Equations,Geometry,Algebra",Mathematics
6d66a68d-904b-4f46-866d-6abed9eca1c0,Chris Brown,"Astrophysics,Cosmology",Physics
564a7fd3-f808-423d-984c-7e7f8ba8aaf3,Cassandra Deleon,"Narrative Theory,Poetry",Literature
d641ccfb-6329-4965-8163-92238a64ded6,Steven Rosales,"Experimental Psychology,Forensic Psychology",Psychology
ffd09c0c-060f-48d1-af0f-fc2175a9587a,Christina Stanley,"Topology,Applied Mathematics",Mathematics
9d331593-1555-407a-b3f7-dce9d02b2aae,Donna Freeman,"Software Engineering,Human-Computer Interaction,Cybersecurity",Computer Science
31e33fe7-df80-45ba-9930-d48ca6829c13,Elizabeth Howard,"Quantum Mechanics,Cosmology,Particle Physics",Physics
adaf0427-d2c7-46f9-8f05-1512652af51b,Kenneth Mendez,"Industrial Engineering,Electrical Engineering",Engineering
a3963090-bd7f-49f3-8a25-4badd54d3dfa,Phillip Reed,"Physical Chemistry,Analytical Chemistry",Chemistry
55fb006d-9562-4c04-a389-0fa41f718b77,Brandon Bender,"Financial Economics,Development Economics",Economics
5f80e776-e990-4a47-a4cc-9b946c7b7177,Jenna Jones,"Cognitive Psychology,Biopsychology,Psychometrics",Psychology
0953b4bb-2ae6-4a74-ac02-cec5220683de,David Garza,"Medieval History,Military History,Economic History",History
43fd81df-f25e-408b-ba62-4140a17974ec,Bailey Maynard,"Astrophysics,Nuclear Physics,Particle Physics",Physics
d3e39c15-7cbf-4cf6-bd54-8c0bbd454420,Luis Richards,"Artificial Intelligence,Human-Computer Interaction",Computer Science
